Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,SAMPLE_NAME,MSKC_00533,MSKC_00534,MSKC_00535,MSKC_00536,MSKC_00537,MSKC_00538,MSKC_00539,MSKC_00540,MSKC_00541,MSKC_00542,MSKC_00543,MSKC_00544,MSKC_00545,MSKC_00546,MSKC_00547
1313,"succinylcarnitine (C4-DC)",Energy,"TCA Cycle",37058,LC/MS Pos Early,100001948,2291,262.1285,256928-74-2,71464481,28639166,,HMDB61717,1.1315,1,1.1113,1.0467,0.8565,0.6803,0.4837,0.484,0.5913,0.7637,1.099,1.1509,0.8443,1.1941,1.2015
5393,"sulfate*",Xenobiotics,"Chemical",46960,LC/MS Neg,100002528,616,96.9601,14808-79-8,1118,1086,C00059,HMDB01448,0.8924,0.9033,1.031,0.9237,0.9768,0.9294,1.0386,1.0682,1.1115,1,1.1273,1.1177,0.9254,1.1313,0.8858
418,"taurine",Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",2125,LC/MS Pos Early,512,660,126.022,107-35-7,1123,1091,C00245,HMDB00251,0.8251,0.801,0.8089,0.8008,0.8102,1.0009,1.0097,1.0529,1.0623,0.9562,1.1392,1.2152,1,1.1384,0.9069
3151,"taurochenodeoxycholate",Lipid,"Primary Bile Acid Metabolism",18494,LC/MS Neg,1629,5250,498.2895,6009-98-9,387316,343282,C05465,HMDB00951,1.0497,1.0224,1,0.6452,1.14,0.4404,0.8533,0.873,0.8344,0.6328,1.4664,1.5812,1.0142,1.1801,0.9543
3175,"taurodeoxycholate",Lipid,"Secondary Bile Acid Metabolism",12261,LC/MS Neg,1668,5257.4,498.2895,207737-97-1,2733768,2015539,C05463,HMDB00896,1.5242,1.8303,2.7496,2.0367,1.0584,1,0.485,0.2465,1.8003,0.9949,0.9668,0.3531,0.4982,1.638,0.5649
1400,"tetradecadienoate (14:2)*",Lipid,"Long Chain Polyunsaturated Fatty Acid (n3 and n6)",62850,LC/MS Neg,100020343,5292,223.1704,39039-37-7,5312409,4471834,,HMDB00560,0.3675,0.2817,0.3888,0.2683,0.2439,0.7387,0.8858,1,1.1337,1.0198,1.458,1.4422,1.1285,1.5257,1.187
4087,"thiamin (Vitamin B1)",Cofactors and Vitamins,"Thiamine Metabolism",5341,LC/MS Pos Early,873,3050,265.1118,59-43-8,1130,,C00378,HMDB00235,1,0.9725,1.0337,1.0664,1.002,0.8367,0.9975,0.9761,0.9542,0.9148,1.2247,1.366,1.0786,1.1389,0.9647
4089,"thiamin diphosphate",Cofactors and Vitamins,"Thiamine Metabolism",35670,LC/MS Neg,522,1195.1,423.0299,154-87-0,1132,8715,C00068,HMDB01372,0.342,0.6867,1.4573,0.6471,0.913,0.6259,0.875,1.2765,0.8351,0.342,1.2764,1.3791,1.087,1.3183,1.1214
5533,"thioproline",Xenobiotics,"Chemical",53231,LC/MS Pos Early,100009232,1250,134.027,34592-47-4,93176,84120,,,0.9431,0.9859,1.103,1.054,1.0937,1,1.028,1.0563,1.1584,1.1794,0.7255,0.7716,0.6535,0.8033,0.595
4021,"threonate",Cofactors and Vitamins,"Ascorbate and Aldarate Metabolism",27738,LC/MS Polar,100001022,2384,135.0299,70753-61-6,151152,133224,C01620,HMDB00943,0.4006,1.3147,0.366,1.349,1.4756,1.047,1.0243,0.366,1.2467,0.9757,1.3097,0.8488,0.8884,0.9628,0.8131
16,"threonine",Amino Acid,"Glycine, Serine and Threonine Metabolism",1284,LC/MS Pos Early,564,1514,120.0655,72-19-5,6288,6051,C00188,HMDB00167,0.9399,0.9597,1.0196,1.0487,0.9974,1.5022,1.6457,1.7229,1.7444,1.6035,0.9688,1,0.7943,0.9468,0.737
909,"threonylphenylalanine",Peptide,"Dipeptide",31530,LC/MS Neg,100001125,2322,265.1194,16875-27-7,4099799,3313819,,HMDB29068,0.4049,0.4049,0.4049,0.4448,0.4609,1.0829,0.4049,0.6372,1.2513,0.8311,1.0773,1.059,0.941,2.8345,1.301
3945,"thymidine 5'-monophosphate",Nucleotide,"Pyrimidine Metabolism, Thymine containing",12023,LC/MS Neg,1248,883,321.0493,33430-62-5,9700,10239189,C00364,HMDB01227,1.038,0.5717,0.596,1.6077,0.9327,1.2589,1,1.0215,2.2489,1.0485,0.1782,0.2094,0.2234,1.1901,0.2943
353,"tiglylcarnitine (C5:1-DC)",Amino Acid,"Leucine, Isoleucine and Valine Metabolism",35428,LC/MS Pos Early,100001597,2962,244.1543,64191-86-2,22833596,17216200,,HMDB02366,1.4733,1.7689,1.9539,1.8039,1.4118,0.5138,0.3377,0.245,0.5882,0.3849,0.245,0.245,0.245,0.245,0.245
454,"trans-4-hydroxyproline",Amino Acid,"Urea cycle; Arginine and Proline Metabolism",32306,LC/MS Pos Early,1001,1064,132.0655,51-35-4,5810,5605,C01157,HMDB00725,0.9407,0.8099,0.8722,0.8994,1,1.462,1.5784,1.6675,1.6122,1.4714,1.061,1.008,0.9355,0.954,0.903
2825,"tricosanoyl sphingomyelin (d18:1/23:0)*",Lipid,"Sphingomyelins",52436,LC/MS Pos Late,100008955,3200,801.6844,,,,,HMDB12105,1.0449,1.0793,1,0.9782,0.9742,0.7309,0.7261,0.7198,0.9418,0.7195,1.4066,1.2499,1.1959,1.1668,1.096
2012,"trimethylamine N-oxide",Lipid,"Phospholipid Metabolism",40406,LC/MS Pos Early,100003397,2100,76.0757,1184-78-7,1145,1113,C01104,HMDB00925,0.9418,0.9612,1.0934,0.9351,1,0.8541,0.9091,1.06,1.065,0.8702,1.2074,1.2457,1.1144,1.304,0.983
235,"tryptophan",Amino Acid,"Tryptophan Metabolism",54,LC/MS Pos Early,565,2986,205.0972,73-22-3,6305,6066,C00078,HMDB00929,0.9897,0.9917,1.1887,1.0898,1,1.2393,1.271,1.3145,1.486,1.2466,0.945,0.9722,0.8193,0.934,0.7176
154,"tyrosine",Amino Acid,"Tyrosine Metabolism",1299,LC/MS Pos Early,815,2430,182.0812,60-18-4,6057,5833,C00082,HMDB00158,0.9595,0.9719,1.0509,1.0253,1,1.1507,1.2441,1.4098,1.3116,1.2169,0.9479,0.9217,0.8033,0.9122,0.6844
936,"tyrosylglycine",Peptide,"Dipeptide",41375,LC/MS Neg,100003598,1635,237.0881,673-05-5,259323,227627,,HMDB29105,0.7721,0.885,0.9978,0.8349,0.8133,1,0.9175,1.1803,1.0578,0.8868,2.3314,2.2456,1.8607,2.774,2.2851
1251,"UDP-galactose",Carbohydrate,"Nucleotide Sugar",15860,LC/MS Polar,100000298,4000,565.0477,2956-16-3;91183-98-1;137868-52-1,18068,17069,C00052,HMDB00302,1.1059,1.0771,1.0971,1.0399,1.1134,0.8561,0.9469,0.8935,0.951,0.8424,1.0799,1.0158,0.9535,1,0.8196
1247,"UDP-glucose",Carbohydrate,"Nucleotide Sugar",32344,LC/MS Polar,1096,3950,565.0477,117756-22-6,8629,8308,C00029,HMDB00286,1.0394,1.0362,1,1.0042,1.0296,0.8117,0.8393,0.8697,0.8823,0.8166,1.0013,1.0052,0.797,1.0494,0.8361
1252,"UDP-glucuronate",Carbohydrate,"Nucleotide Sugar",2763,LC/MS Neg,1097,588,579.027,28053-08-9;63700-19-6,17473,16522,C00167,HMDB00935,0.7377,0.7718,0.8086,0.6539,0.6976,0.9819,1,1.0311,1.0843,0.9541,1.5594,1.6084,1.2574,1.5353,1.2867
1259,"UDP-N-acetylglucosamine/galactosamine",Carbohydrate,"Nucleotide Sugar",46148,LC/MS Polar,100002957,3665,606.0743,,,,,,0.4657,0.4437,0.4689,0.4362,0.4407,1.7803,2.5722,2.9135,1.9164,1.9434,1.0556,1.1359,0.8472,1,0.8879
3898,"uracil",Nucleotide,"Pyrimidine Metabolism, Uracil containing",605,LC/MS Polar,825,1089.7,111.02,66-22-8,1174,1141,C00106,HMDB00300,0.4187,0.3902,0.3496,0.39,0.2861,2.6366,3.6537,3.1636,2.3551,2.4382,0.9217,1.0551,1,1.5343,0.9136
3810,"urate",Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",1604,LC/MS Neg,1134,757.1,167.0211,69-93-2;120K5305,1175,,C00366,HMDB00289,0.8401,0.8776,0.8461,0.8438,1.0532,0.9741,1.092,1.0576,1.1139,1,1.2613,1.347,0.9798,1.0696,0.9457
3897,"uridine",Nucleotide,"Pyrimidine Metabolism, Uracil containing",606,LC/MS Neg,535,1457.6,243.0623,58-96-8,6029,5807,C00299,HMDB00296,1,0.6797,0.8344,0.6613,0.6178,1.1029,0.9762,1.0895,1.7788,1.2136,1.0005,0.7936,1.038,1.1594,0.8348
3891,"uridine 5'-diphosphate (UDP)",Nucleotide,"Pyrimidine Metabolism, Uracil containing",5345,LC/MS Neg,870,599.5,402.9949,21931-53-3,6031,5809,C00015,HMDB00295,1,0.967,1.1152,0.9811,0.9053,1.0946,1.0739,1.1286,1.2346,1.1425,0.989,0.9105,0.9167,1.0382,0.7431
3892,"uridine 5'-monophosphate (UMP)",Nucleotide,"Pyrimidine Metabolism, Uracil containing",2856,LC/MS Polar,869,4150,323.0286,3387-36-8,6030,1399139,C00105,HMDB00288,1.3715,0.9777,0.8568,1,0.9275,1.1101,1.4985,1.1529,1.6942,1.614,0.8067,0.6776,0.8219,1.0728,0.6877
3890,"uridine 5'-triphosphate (UTP)",Nucleotide,"Pyrimidine Metabolism, Uracil containing",33448,LC/MS Neg,871,572,482.9613,19817-92-6,6133,5903,C00075,HMDB00285,0.916,0.9236,1.1394,0.9077,0.9517,1.1129,1,1.1209,1.3264,1.063,1.0093,0.9491,1.0034,0.9983,0.7467
3896,"uridine-2',3'-cyclic monophosphate",Nucleotide,"Pyrimidine Metabolism, Uracil containing",37137,LC/MS Neg,75,1090,305.018,40632-52-8,439715,3824355,C02355,HMDB11640,0.6733,0.5908,1.072,0.8083,1,1.7978,1.2289,1.3992,2.7879,1.9254,0.7339,0.7607,1.2034,0.7017,0.5527
365,"valine",Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1649,LC/MS Pos Early,566,2479,118.0863,72-18-4,6287,6050,C00183,HMDB00883,0.998,0.9807,1.0598,1.0504,1,1.0765,1.1303,1.1219,1.2562,1.0486,0.9756,0.9548,0.7913,0.9402,0.752
953,"valylglutamine",Peptide,"Dipeptide",42079,LC/MS Pos Early,100003640,2295,246.1448,42854-54-6,5253209,4419671,,HMDB29125,0.324,0.324,0.324,0.5892,0.324,1,0.324,0.324,1.1159,0.5975,0.324,1.2498,1.5971,2.0655,0.9588
954,"valylglycine",Peptide,"Dipeptide",40475,LC/MS Pos Early,100003641,2444,175.1077,686-43-1,136487,120256,,HMDB29127,0.8508,0.7646,0.6899,0.9189,1.0441,0.8007,0.6899,0.7899,1.6203,0.9558,2.2893,2.7798,2.0924,3.4313,2.6379
957,"valylleucine",Peptide,"Dipeptide",39994,LC/MS Pos Early,100003210,3138,231.1703,22906-55-4,352039,312586,,HMDB29131,0.2846,0.2025,0.4726,0.6823,0.5875,1.3291,0.6336,1,1.6605,1.0737,1.0123,1.2032,1.8444,1.6271,0.8554
3802,"xanthine",Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",3147,LC/MS Neg,1004,910,151.0262,69-89-6,1188,1151,C00385,HMDB00292,1.0671,0.9257,1,0.888,1.0416,0.8408,1.073,1.0136,0.9978,0.9245,1.2816,1.1726,0.9747,1.009,0.9497
3804,"xanthosine",Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",15136,LC/MS Neg,100000299,1075,283.0684,146-80-5,64959,58484,C01762,HMDB00299,1.0221,0.85,1.3253,1.2733,1,0.844,0.3947,0.9214,0.837,0.5273,1.2916,1.3107,1.0234,1.0803,0.771
1965,"ximenoyl ethanolamide (26:1)*",Lipid,"Endocannabinoid",57537,LC/MS Pos Late,100015859,2425,438.4306,,,,,,0.6959,0.619,0.619,0.619,0.619,1.6503,1.2797,1.2887,1.4803,1.1167,1,0.6319,0.7297,0.619,0.891
